Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
32461,Vermox 20 mg/ml Oral Susp.,OM,USD,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.00%,8.25%,8.25%,10,2019,,
415168,Darzalex 100mg,OM,USD,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,0.00%,8.25%,8.25%,10,2019,,
415169,Darzalex 400mg,OM,USD,"1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00",0.00%,8.25%,8.25%,10,2019,,
418626,Trevicta 175mg (50mg eq.),OM,USD,662.75,662.75,662.75,662.75,662.75,662.75,662.75,662.75,662.75,662.75,662.75,662.75,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,0.00%,8.25%,8.25%,10,2019,,
418624,Trevicta 263mg (75mg eq.) ,OM,USD,878.75,878.75,878.75,878.75,878.75,878.75,878.75,878.75,878.75,878.75,878.75,878.75,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,0.00%,8.25%,8.25%,10,2019,,
418623,Trevicta 360mg (100mg eq.) ,OM,USD,"1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91","1,057.91",952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,0.00%,8.25%,8.25%,10,2019,,
418621,Trevicta 525mg (150mg eq.) ,OM,USD,"1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,541.53","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37","1,387.37",0.00%,8.25%,8.25%,10,2019,,
416009,Pariet 20 mg Tab. 14s,OM,USD,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,0.00%,8.25%,8.25%,10,2019,,
416010,Pariet 20 mg Tab. 28s,OM,USD,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,0.00%,8.25%,8.25%,10,2019,,
,Stelara 130mg,OM,USD,"2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86",0.00%,8.25%,8.25%,10,2019,,
412301,Topamax 15 mg Sprinkle Cap.,OM,USD,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,0.00%,8.25%,8.25%,10,2019,,
414448,Zytiga 250 mg Tabs,OM,USD,"3,439.71","3,439.71","3,439.71","1,768.27","3,439.71","3,439.71","3,439.71","1,768.27","3,439.71","3,439.71","3,439.71","1,768.27","3,439.71","3,439.71","3,439.71","1,768.27","3,439.71","3,439.71","3,439.71","1,768.27","3,439.71","3,439.71","3,439.71","1,768.27",0.00%,8.25%,8.25%,10,2019,,
387104,Prezista 400 mg Tablets,OM,USD,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,0.00%,8.25%,8.25%,10,2019,,
387107,Prezista 600 mg Tablets,OM,USD,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,565.8,565.8,565.8,565.8,565.8,565.8,565.8,565.8,565.8,565.8,565.8,565.8,0.00%,8.25%,8.25%,10,2019,,
412675,Simponi 50 mg/ 0.5 ml Injection (PFP),OM,USD,"1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57","1,094.57",900,900,900,900,900,900,900,900,900,900,900,900,0.00%,8.25%,8.25%,10,2019,,
414434,Caelyx 2 mg/ml,OM,USD,512,512,512,512,512,512,512,512,512,512,512,512,471.04,471.04,471.04,471.04,471.04,471.04,471.04,471.04,471.04,471.04,471.04,471.04,0.00%,8.25%,8.25%,10,2019,,
32442,Daktacort Cream                 ,OM,USD,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,0.00%,8.25%,8.25%,10,2019,,
88836,Daktarin Cream 2% 15g,OM,USD,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.00%,8.25%,8.25%,10,2019,,
88877,Daktarin Cream 2% 30g,OM,USD,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,0.00%,8.25%,8.25%,10,2019,,
32441,Daktarin Oral Gel 2%,OM,USD,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,0.00%,8.25%,8.25%,10,2019,,
377017,Daktarin Powder 2%,OM,USD,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,0.00%,8.25%,8.25%,10,2019,,
387397,Durogesic Transdermal Patches 100 mcg/h,OM,USD,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,0.00%,8.25%,8.25%,10,2019,,
387398,Durogesic Transdermal Patches 12 mcg/h,OM,USD,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,0.00%,8.25%,8.25%,10,2019,,
387399,Durogesic Transdermal Patches 25 mcg/h,OM,USD,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
387400,Durogesic Transdermal Patches 50 mcg/h,OM,USD,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,0.00%,8.25%,8.25%,10,2019,,
387401,Durogesic Transdermal Patches 75 mcg/h,OM,USD,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 5,000 U Pre-Filled Syringes ",OM,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 8,000 U Pre-Filled Syringes ",OM,USD,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,0.00%,8.25%,8.25%,10,2019,,
140788,Evra Transdermal Patches ,OM,USD,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,0.00%,8.25%,8.25%,10,2019,,
0,Fentanyl 0.05 mg/ml Inj. 2ml x 10 amps,OM,USD,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,0.00%,8.25%,8.25%,10,2019,,
377424,Gyno Daktarin 1200 mg V. Capsule,OM,USD,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,0.00%,8.25%,8.25%,10,2019,,
414691,Gyno Daktarin 200 mg V. Capsules,OM,USD,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.00%,8.25%,8.25%,10,2019,,
140311,Gyno-Pevaryl V. Cream ,OM,USD,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 21tab,OM,USD,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 36tab,OM,USD,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,0.00%,8.25%,8.25%,10,2019,,
413611,Imbruvica 140mg Capsule ,OM,USD,"8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00","7,307.00",0.00%,8.25%,8.25%,10,2019,,
377907,Dacogen 5 mg Injection ,OM,USD,"1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00","1,382.00",0.00%,8.25%,8.25%,10,2019,,
33020,Daktarin 2% Tincture,OM,USD,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,0.00%,8.25%,8.25%,10,2019,,
0,Daktarin Lotion 2% ,OM,USD,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.00%,8.25%,8.25%,10,2019,,
0,Doribax 500 mg Injection ,OM,USD,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,0.00%,8.25%,8.25%,10,2019,,
378218,Intelence 100 mg Tab. ,OM,USD,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,520.82,0.00%,8.25%,8.25%,10,2019,,
416819,Invega 3 mg Extended Release Tab. ,OM,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,0.00%,8.25%,8.25%,10,2019,,
416821,Invega 6 mg Extended Release Tab. ,OM,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,0.00%,8.25%,8.25%,10,2019,,
416823,Invega 9 mg Extended Release Tab. ,OM,USD,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,0.00%,8.25%,8.25%,10,2019,,
387760,Invega Sustenna 100 mg/ 1 ml ,OM,USD,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,0.00%,8.25%,8.25%,10,2019,,
387761,Invega Sustenna 150 mg/ 1.5 ml ,OM,USD,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,0.00%,8.25%,8.25%,10,2019,,
387758,Invega Sustenna 50 mg/ 0.5 ml ,OM,USD,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,0.00%,8.25%,8.25%,10,2019,,
387759,Invega Sustenna 75 mg/ 0.75 ml ,OM,USD,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,0.00%,8.25%,8.25%,10,2019,,
414907,Invokana 100mg ,OM,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,0.00%,8.25%,8.25%,10,2019,,
414908,Invokana 300mg,OM,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,0.00%,8.25%,8.25%,10,2019,,
414064,"Eprex 1,000 U Pre-Filled Syringes ",OM,USD,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,0.00%,8.25%,8.25%,10,2019,,
,Guselkumab,OM,USD,"2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90","2,268.90",0.00%,8.25%,8.25%,10,2019,,
387445,Gyno Pevaryl 150 mg V. Suppositories,OM,USD,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,0.00%,8.25%,8.25%,10,2019,,
88878,Gyno-Daktarin V. Cream ,OM,USD,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,0.00%,8.25%,8.25%,10,2019,,
387447,Gyno-Pevaryl Depot 150 mg V. Ovules,OM,USD,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,0.00%,8.25%,8.25%,10,2019,,
96041,Haldol 10mg 20 Tab,OM,USD,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,0.00%,8.25%,8.25%,10,2019,,
96875,HALDOL 5MG 1000 TABLETS,OM,USD,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,0.00%,8.25%,8.25%,10,2019,,
96874,Haldol 5mg tab,OM,USD,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,0.00%,8.25%,8.25%,10,2019,,
412129,Haldol Amp. 5mg/ml,OM,USD,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0.00%,8.25%,8.25%,10,2019,,
412127,Haldol Decanoas Inj. 50mg/ml,OM,USD,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,0.00%,8.25%,8.25%,10,2019,,
33027,Haldol Oral Drops 2mg/ml,OM,USD,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 140mg,OM,USD,"1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 280mg,OM,USD,"3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 420mg,OM,USD,"5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 560mg,OM,USD,"7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90",0.00%,8.25%,8.25%,10,2019,,
412414,Incivo 375 mg Film-Coated Tabs.,OM,USD,"2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51",0.00%,8.25%,8.25%,10,2019,,
412855,LEUSTATIN 1MG/ML 7X10ML VIAL,OM,USD,"3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00","3,700.00",0.00%,8.25%,8.25%,10,2019,,
387984,Motilium supp. 30 mg for Child.,OM,USD,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.00%,8.25%,8.25%,10,2019,,
,Opsumit 10mg,OM,USD,"2,541.00","2,541.00","2,541.00","1,970.00","2,541.00","2,541.00","2,541.00","1,970.00","2,541.00","2,541.00","2,541.00","1,970.00","2,541.00","2,541.00","2,541.00","1,970.00","2,541.00","2,541.00","2,541.00","1,970.00","2,541.00","2,541.00","2,541.00","1,970.00",0.00%,8.25%,8.25%,10,2019,,
416006,Pariet 10 mg Tab. 14s,OM,USD,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
416007,Pariet 10 mg Tab. 28s,OM,USD,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,0.00%,8.25%,8.25%,10,2019,,
140307,Pevaryl Cream 1 % 15g,OM,USD,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,0.00%,8.25%,8.25%,10,2019,,
140309,Pevaryl Cream 1 % 30g,OM,USD,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.00%,8.25%,8.25%,10,2019,,
412323,Pevisone Cream ,OM,USD,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,0.00%,8.25%,8.25%,10,2019,,
,Apalutamide,OM,USD,"3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00","2,540.00",0.00%,8.25%,8.25%,10,2019,,
96394,Reminyl 4 mg Tab.,OM,USD,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,0.00%,8.25%,8.25%,10,2019,,
90839,Reminyl 4 mg/ml Oral Solution  ,OM,USD,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,0.00%,8.25%,8.25%,10,2019,,
90474,Reminyl 8 mg Tab.,OM,USD,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,0.00%,8.25%,8.25%,10,2019,,
377057,Reminyl PR 16 mg 28 Capsule,OM,USD,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,0.00%,8.25%,8.25%,10,2019,,
377058,Reminyl PR 24 mg 28 Capsule,OM,USD,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0.00%,8.25%,8.25%,10,2019,,
387691,Concerta 18mg  Extended Release Tab.,OM,USD,39.49,39.49,23.54,23.54,39.49,39.49,23.54,23.54,39.49,39.49,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,0.00%,8.25%,8.25%,10,2019,,
387693,Concerta 36mg Extended Release Tab.,OM,USD,51.43,51.43,32.69,32.69,51.43,51.43,32.69,32.69,51.43,51.43,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,0.00%,8.25%,8.25%,10,2019,,
415065,Rezolsta,OM,USD,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,0.00%,8.25%,8.25%,10,2019,,
87518,Risperdal 1 mg/ml Oral Solution,OM,USD,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24,24,24,24,24,24,24,24,24,24,24,24,0.00%,8.25%,8.25%,10,2019,,
414063,"Eprex 10,000 U Pre-Filled Syringes ",OM,USD,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,0.00%,8.25%,8.25%,10,2019,,
414065,"Eprex 2,000 U Pre-Filled Syringes ",OM,USD,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,42,42,42,42,42,42,42,42,42,42,42,42,0.00%,8.25%,8.25%,10,2019,,
414068,"Eprex 4,000 U Pre-Filled Syringes ",OM,USD,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,61.82,61.82,61.82,61.82,61.82,61.82,61.82,61.82,61.82,61.82,61.82,61.82,0.00%,8.25%,8.25%,10,2019,,
414067,"Eprex 40,000 U Pre-Filled Syringe ",OM,USD,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,0.00%,8.25%,8.25%,10,2019,,
414069,"Eprex 6,000 U Pre-Filled Syringes ",OM,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,116,116,116,116,116,116,116,116,116,116,116,116,0.00%,8.25%,8.25%,10,2019,,
No code available,Simponi 100mg PFP,OM,USD,"1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90",900,900,900,900,900,900,900,900,900,900,900,900,0.00%,8.25%,8.25%,10,2019,,
414549,SIRTURO 100MG 188 Tablets,OM,USD,"23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00",0.00%,8.25%,8.25%,10,2019,,
414097,SPORANOX 1% 1X150ML OPLOS,OM,USD,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,0.00%,8.25%,8.25%,10,2019,,
